game_id,date,home_team,home_score,away_team,away_score,win_score,lose_score,win_team,lose_team,win_points,lose_points,win_point_diff,lose_point_diff
291,2004-09-05,Scotland,3,Czech Republic,2,3,2,Scotland,Czech Republic,1685,1760,-75,75
292,2004-09-05,Malta,0,Bosnia and Herzegovina,2,2,0,Bosnia and Herzegovina,Malta,1215,1127,88,-88
293,2004-09-18,South Africa,0,Ghana,3,3,0,Ghana,South Africa,1511,1372,139,-139
294,2004-09-18,Zimbabwe,1,Ethiopia,1,1,1,Zimbabwe,Ethiopia,1166,982,184,-184
295,2004-09-19,Nigeria,4,Algeria,0,4,0,Nigeria,Algeria,1749,1287,462,-462
296,2004-09-19,Cameroon,2,Mali,2,2,2,Cameroon,Mali,1217,1301,-84,84
297,2004-09-19,Bosnia and Herzegovina,0,Romania,0,0,0,Bosnia and Herzegovina,Romania,1215,1652,-437,437
298,2004-09-19,Kazakhstan,0,Estonia,0,0,0,Kazakhstan,Estonia,1381,1229,152,-152
299,2004-09-21,Ghana,2,Ethiopia,1,2,1,Ghana,Ethiopia,1511,982,529,-529
300,2004-09-21,South Africa,1,Zimbabwe,2,2,1,Zimbabwe,South Africa,1166,1372,-206,206
301,2004-09-22,Algeria,3,Mali,0,3,0,Algeria,Mali,1287,1301,-14,14
302,2004-09-22,Nigeria,2,Cameroon,2,2,2,Nigeria,Cameroon,1749,1217,532,-532
303,2004-09-24,Ghana,2,Zimbabwe,0,2,0,Ghana,Zimbabwe,1511,1166,345,-345
304,2004-09-24,South Africa,1,Ethiopia,2,2,1,Ethiopia,South Africa,982,1372,-390,390
305,2004-09-25,Algeria,1,Cameroon,3,3,1,Cameroon,Algeria,1217,1287,-70,70
306,2004-09-25,Nigeria,3,Mali,0,3,0,Nigeria,Mali,1749,1301,448,-448
307,2004-09-25,Serbia and Montenegro,1,Italy,2,2,1,Italy,Serbia and Montenegro,1948,1679,269,-269
308,2004-09-25,Czech Republic,0,Germany,5,5,0,Germany,Czech Republic,2184,1760,424,-424
309,2004-09-26,Denmark,6,Belgium,0,6,0,Denmark,Belgium,1985,1701,284,-284
310,2004-09-26,France,2,Russia,5,5,2,Russia,France,1893,1992,-99,99
311,2004-09-28,Ghana,0,Cameroon,1,1,0,Cameroon,Ghana,1217,1511,-294,294
312,2004-09-28,Nigeria,4,Ethiopia,0,4,0,Nigeria,Ethiopia,1749,982,767,-767
313,2004-09-29,Serbia and Montenegro,1,Switzerland,0,1,0,Serbia and Montenegro,Switzerland,1679,1699,-20,20
314,2004-09-29,Netherlands,1,Denmark,5,5,1,Denmark,Netherlands,1985,1821,164,-164
315,2004-10-02,Ghana,0,Ethiopia,0,0,0,Ghana,Ethiopia,1511,982,529,-529
316,2004-10-02,Finland,1,Sweden,1,1,1,Finland,Sweden,1786,2039,-253,253
317,2004-10-02,Norway,2,Spain,0,2,0,Norway,Spain,2145,1756,389,-389
318,2004-10-02,Romania,10,Croatia,0,10,0,Romania,Croatia,1652,1557,95,-95
319,2004-10-02,Israel,0,Belarus,2,2,0,Belarus,Israel,1580,1336,244,-244
320,2004-10-03,Nigeria,5,Cameroon,0,5,0,Nigeria,Cameroon,1749,1217,532,-532
321,2004-10-03,Russia,4,Hungary,0,4,0,Russia,Hungary,1893,1701,192,-192
322,2004-10-03,Poland,1,France,5,5,1,France,Poland,1992,1664,328,-328
323,2004-10-16,Finland,1,Russia,0,1,0,Finland,Russia,1786,1893,-107,107
324,2004-10-20,Russia,1,Finland,3,3,1,Finland,Russia,1786,1893,-107,107
325,2004-11-10,Iceland,2,Norway,7,7,2,Norway,Iceland,2145,1791,354,-354
326,2004-11-13,Italy,2,Czech Republic,1,2,1,Italy,Czech Republic,1948,1760,188,-188
327,2004-11-13,Norway,2,Iceland,1,2,1,Norway,Iceland,2145,1791,354,-354
328,2004-11-27,Czech Republic,0,Italy,3,3,0,Italy,Czech Republic,1948,1760,188,-188
329,2004-12-20,Sweden,5,Serbia and Montenegro,1,5,1,Sweden,Serbia and Montenegro,2039,1679,360,-360
329,2004-12-20,Sweden,5,Serbia and Montenegro,1,5,1,Sweden,Serbia and Montenegro,2035,1679,356,-356
330,2005-01-28,Germany,0,Australia,1,1,0,Australia,Germany,1844,2181,-337,337
331,2005-01-28,China PR,3,Russia,1,3,1,China PR,Russia,2025,1889,136,-136
332,2005-01-30,China PR,3,Australia,0,3,0,China PR,Australia,2025,1844,181,-181
333,2005-01-30,Germany,1,Russia,0,1,0,Germany,Russia,2181,1889,292,-292
334,2005-02-01,Russia,0,Australia,5,5,0,Australia,Russia,1844,1889,-45,45
335,2005-02-01,China PR,0,Germany,2,2,0,Germany,China PR,2181,2025,156,-156
336,2005-03-09,Norway,2,China PR,1,2,1,Norway,China PR,2146,2025,121,-121
337,2005-03-09,Sweden,1,Germany,2,2,1,Germany,Sweden,2181,2035,146,-146
338,2005-03-09,Denmark,4,Finland,1,4,1,Denmark,Finland,2000,1819,181,-181
339,2005-03-09,France,0,USA,1,1,0,USA,France,2165,1986,179,-179
340,2005-03-09,England,4,Northern Ireland,0,4,0,England,Northern Ireland,1866,1260,606,-606
341,2005-03-09,Portugal,1,Mexico,2,2,1,Mexico,Portugal,1729,1631,98,-98
342,2005-03-11,China PR,0,Sweden,2,2,0,Sweden,China PR,2035,2025,10,-10
343,2005-03-11,Germany,4,Norway,0,4,0,Germany,Norway,2181,2146,35,-35
344,2005-03-11,USA,3,Finland,0,3,0,USA,Finland,2165,1819,346,-346
345,2005-03-11,Denmark,1,France,2,2,1,France,Denmark,1986,2000,-14,14
346,2005-03-11,Portugal,0,England,4,4,0,England,Portugal,1866,1631,235,-235
347,2005-03-11,Mexico,2,Northern Ireland,0,2,0,Mexico,Northern Ireland,1729,1260,469,-469
348,2005-03-13,China PR,0,Germany,2,2,0,Germany,China PR,2181,2025,156,-156
349,2005-03-13,Sweden,1,Norway,1,1,1,Sweden,Norway,2035,2146,-111,111
350,2005-03-13,USA,4,Denmark,0,4,0,USA,Denmark,2165,2000,165,-165
351,2005-03-13,Finland,1,France,2,2,1,France,Finland,1986,1819,167,-167
352,2005-03-13,England,5,Mexico,0,5,0,England,Mexico,1866,1729,137,-137
353,2005-03-13,Portugal,1,Northern Ireland,2,2,1,Northern Ireland,Portugal,1260,1631,-371,371
354,2005-03-15,Portugal,3,Northern Ireland,1,3,1,Portugal,Northern Ireland,1631,1260,371,-371
355,2005-03-15,Finland,1,Mexico,1,1,1,Finland,Mexico,1819,1729,90,-90
356,2005-03-15,China PR,0,England,0,0,0,China PR,England,2025,1866,159,-159
357,2005-03-15,Norway,2,Denmark,1,2,1,Norway,Denmark,2146,2000,146,-146
358,2005-03-15,Sweden,2,France,3,3,2,France,Sweden,1986,2035,-49,49
359,2005-03-15,Germany,0,USA,1,1,0,USA,Germany,2165,2181,-16,16
360,2005-05-06,Uzbekistan,1,Myanmar,2,2,1,Myanmar,Uzbekistan,1544,1505,39,-39
361,2005-05-06,Thailand,3,India,2,3,2,Thailand,India,1584,1436,148,-148
362,2005-06-05,Sweden,1,Denmark,1,1,1,Sweden,Denmark,2034,1989,45,-45
363,2005-06-05,England,3,Finland,2,3,2,England,Finland,1879,1816,63,-63
364,2005-06-06,Germany,1,Norway,0,1,0,Germany,Norway,2190,2109,81,-81
365,2005-06-06,France,3,Italy,1,3,1,France,Italy,2038,1952,86,-86
366,2005-06-08,England,1,Denmark,2,2,1,Denmark,England,1989,1879,110,-110
367,2005-06-08,Sweden,0,Finland,0,0,0,Sweden,Finland,2034,1816,218,-218
368,2005-06-09,Germany,4,Italy,0,4,0,Germany,Italy,2190,1952,238,-238
369,2005-06-09,Norway,1,France,1,1,1,Norway,France,2109,2038,71,-71
370,2005-06-11,England,0,Sweden,1,1,0,Sweden,England,2034,1879,155,-155
371,2005-06-11,Finland,2,Denmark,1,2,1,Finland,Denmark,1816,1989,-173,173
372,2005-06-12,France,0,Germany,3,3,0,Germany,France,2190,2038,152,-152
373,2005-06-12,Norway,5,Italy,3,5,3,Norway,Italy,2109,1952,157,-157
374,2005-06-12,Vietnam,6,Philippines,1,6,1,Vietnam,Philippines,1577,1270,307,-307
375,2005-06-12,India,10,Guam,0,10,0,India,Guam,1436,1338,98,-98
376,2005-06-13,Uzbekistan,6,Maldives,0,6,0,Uzbekistan,Maldives,1505,1151,354,-354
377,2005-06-13,Indonesia,0,Singapore,0,0,0,Indonesia,Singapore,1389,1198,191,-191
378,2005-06-14,Myanmar,4,Philippines,1,4,1,Myanmar,Philippines,1544,1270,274,-274
379,2005-06-14,Chinese Taipei,2,India,1,2,1,Chinese Taipei,India,1739,1436,303,-303
380,2005-06-15,Germany,4,Finland,1,4,1,Germany,Finland,2190,1816,374,-374
381,2005-06-15,Uzbekistan,3,Hong Kong,0,3,0,Uzbekistan,Hong Kong,1505,1363,142,-142
382,2005-06-15,Thailand,5,Singapore,1,5,1,Thailand,Singapore,1584,1198,386,-386
383,2005-06-16,Sweden,2,Norway,3,3,2,Norway,Sweden,2109,2034,75,-75
384,2005-06-16,Vietnam,1,Myanmar,0,1,0,Vietnam,Myanmar,1577,1544,33,-33
385,2005-06-16,Chinese Taipei,11,Guam,0,11,0,Chinese Taipei,Guam,1739,1338,401,-401
386,2005-06-17,Hong Kong,4,Maldives,0,4,0,Hong Kong,Maldives,1363,1151,212,-212
387,2005-06-17,Thailand,4,Indonesia,0,4,0,Thailand,Indonesia,1584,1389,195,-195
388,2005-06-19,Germany,3,Norway,1,3,1,Germany,Norway,2190,2109,81,-81
389,2005-06-19,Vietnam,4,Hong Kong,1,4,1,Vietnam,Hong Kong,1577,1363,214,-214
390,2005-06-19,Chinese Taipei,3,Singapore,0,3,0,Chinese Taipei,Singapore,1739,1198,541,-541
391,2006-01-18,Norway,1,USA,3,3,1,USA,Norway,2184,2100,84,-84
392,2006-01-18,China PR,1,France,1,1,1,China PR,France,1950,1997,-47,47
393,2006-01-20,USA,0,France,0,0,0,USA,France,2184,1997,187,-187
394,2006-01-20,China PR,3,Norway,1,3,1,China PR,Norway,1950,2100,-150,150
395,2006-01-22,France,1,Norway,1,1,1,France,Norway,1997,2100,-103,103
396,2006-01-22,China PR,0,USA,2,2,0,USA,China PR,2184,1950,234,-234
397,2006-02-19,Benin,1,Malawi,0,1,0,Benin,Malawi,0,0,0,0
398,2006-02-19,Mozambique,9,Namibia,0,9,0,Mozambique,Namibia,923,970,-47,47
399,2006-02-26,Malawi,0,Benin,0,0,0,Malawi,Benin,0,0,0,0
400,2006-03-09,Germany,5,Finland,0,5,0,Germany,Finland,2234,1845,389,-389
401,2006-03-09,Norway,0,Sweden,0,0,0,Norway,Sweden,2100,2012,88,-88
402,2006-03-09,China PR,0,USA,0,0,0,China PR,USA,1950,2184,-234,234
403,2006-03-09,Denmark,2,France,2,2,2,Denmark,France,1977,1997,-20,20
404,2006-03-09,Portugal,0,Republic of Ireland,1,1,0,Republic of Ireland,Portugal,1632,1592,40,-40
405,2006-03-11,Morocco,0,Mali,2,2,0,Mali,Morocco,1283,1462,-179,179
406,2006-03-11,South Africa,6,Mozambique,2,6,2,South Africa,Mozambique,1325,923,402,-402
407,2006-03-11,Congo DR,3,Zambia,0,3,0,Congo DR,Zambia,1172,1027,145,-145
408,2006-03-11,Sweden,0,Germany,3,3,0,Germany,Sweden,2234,2012,222,-222
409,2006-03-11,Finland,0,Norway,0,0,0,Finland,Norway,1845,2100,-255,255
410,2006-03-11,France,1,China PR,0,1,0,France,China PR,1997,1950,47,-47
411,2006-03-11,Denmark,0,USA,5,5,0,USA,Denmark,2184,1977,207,-207
412,2006-03-11,Republic of Ireland,0,Mexico,0,0,0,Republic of Ireland,Mexico,1632,1729,-97,97
413,2006-03-12,Barbados,0,Antigua and Barbuda,1,1,0,Antigua and Barbuda,Barbados,0,979,-979,979
414,2006-03-12,Benin,1,Côte d'Ivoire,1,1,1,Benin,Côte d'Ivoire,0,0,0,0
415,2006-03-12,Angola,3,Equatorial Guinea,2,3,2,Angola,Equatorial Guinea,1191,0,1191,-1191
416,2006-03-12,Congo,9,Togo,0,9,0,Congo,Togo,1056,962,94,-94
417,2006-03-12,Senegal,7,Guinea,0,7,0,Senegal,Guinea,1184,1084,100,-100
418,2006-03-13,Sweden,4,Finland,1,4,1,Sweden,Finland,2012,1845,167,-167
419,2006-03-13,Germany,1,Norway,0,1,0,Germany,Norway,2234,2100,134,-134
420,2006-03-13,USA,4,France,1,4,1,USA,France,2184,1997,187,-187
421,2006-03-13,Denmark,0,China PR,6,6,0,China PR,Denmark,1950,1977,-27,27
422,2006-03-13,Portugal,0,Mexico,6,6,0,Mexico,Portugal,1729,1592,137,-137
423,2006-03-15,Denmark,4,Republic of Ireland,0,4,0,Denmark,Republic of Ireland,1977,1632,345,-345
424,2006-03-15,Finland,4,Mexico,3,4,3,Finland,Mexico,1845,1729,116,-116
425,2006-03-15,Norway,1,China PR,0,1,0,Norway,China PR,2100,1950,150,-150
426,2006-03-15,Sweden,1,France,0,1,0,Sweden,France,2012,1997,15,-15
427,2006-03-15,Germany,0,USA,0,0,0,Germany,USA,2234,2184,50,-50
428,2006-03-18,Antigua and Barbuda,0,Barbados,0,0,0,Antigua and Barbuda,Barbados,0,979,-979,979
429,2006-03-18,Cayman Islands,1,Netherlands Antilles,2,2,1,Netherlands Antilles,Cayman Islands,831,917,-86,86
430,2006-03-25,Mali,4,Morocco,1,4,1,Mali,Morocco,1306,1439,-133,133
431,2006-03-25,Côte d'Ivoire,1,Benin,1,1,1,Côte d'Ivoire,Benin,0,0,0,0
432,2006-03-25,Kenya,7,Djibouti,0,7,0,Kenya,Djibouti,0,NA,NA,NA
433,2006-03-25,Zambia,2,Congo DR,3,3,2,Congo DR,Zambia,1172,952,220,-220
434,2006-03-25,Netherlands Antilles,1,Cayman Islands,0,1,0,Netherlands Antilles,Cayman Islands,831,917,-86,86
435,2006-03-26,Equatorial Guinea,3,Angola,1,3,1,Equatorial Guinea,Angola,953,1191,-238,238
436,2006-03-26,Mozambique,1,South Africa,6,6,1,South Africa,Mozambique,1325,907,418,-418
437,2006-03-26,Togo,1,Congo,3,3,1,Congo,Togo,1056,962,94,-94
438,2006-03-26,Guinea,1,Senegal,5,5,1,Senegal,Guinea,1285,1084,201,-201
439,2006-04-01,British Virgin Islands,1,US Virgin Islands,3,3,1,US Virgin Islands,British Virgin Islands,0,0,0,0
440,2006-04-09,US Virgin Islands,5,British Virgin Islands,0,5,0,US Virgin Islands,British Virgin Islands,0,0,0,0
441,2006-05-03,Suriname,7,Netherlands Antilles,1,7,1,Suriname,Netherlands Antilles,1199,831,368,-368
442,2006-05-04,Dominican Republic,3,US Virgin Islands,1,3,1,Dominican Republic,US Virgin Islands,1114,0,1114,-1114
443,2006-05-04,Bermuda,4,Turks and Caicos Islands,0,4,0,Bermuda,Turks and Caicos Islands,974,704,270,-270
444,2006-05-05,Aruba,1,Netherlands Antilles,2,2,1,Netherlands Antilles,Aruba,831,0,831,-831
445,2006-05-06,Bermuda,4,US Virgin Islands,1,4,1,Bermuda,US Virgin Islands,974,0,974,-974
446,2006-05-06,Dominican Republic,5,Turks and Caicos Islands,0,5,0,Dominican Republic,Turks and Caicos Islands,1114,704,410,-410
447,2006-05-07,Aruba,0,Suriname,3,3,0,Suriname,Aruba,1199,0,1199,-1199
448,2006-05-08,US Virgin Islands,2,Turks and Caicos Islands,0,2,0,US Virgin Islands,Turks and Caicos Islands,0,704,-704,704
449,2006-05-08,Dominican Republic,3,Bermuda,1,3,1,Dominican Republic,Bermuda,1114,974,140,-140
450,2006-05-08,St Kitts and Nevis,3,Antigua and Barbuda,2,3,2,St Kitts and Nevis,Antigua and Barbuda,0,0,0,0
451,2006-05-08,Jamaica,5,St Lucia,0,5,0,Jamaica,St Lucia,1294,1158,136,-136
452,2006-05-10,St Lucia,3,St Kitts and Nevis,2,3,2,St Lucia,St Kitts and Nevis,1158,0,1158,-1158
453,2006-05-10,Jamaica,10,Antigua and Barbuda,0,10,0,Jamaica,Antigua and Barbuda,1294,0,1294,-1294
454,2006-05-10,Mexico,9,Nicaragua,0,9,0,Mexico,Nicaragua,1726,1113,613,-613
455,2006-05-12,Antigua and Barbuda,1,St Lucia,2,2,1,St Lucia,Antigua and Barbuda,1158,0,1158,-1158
456,2006-05-12,Jamaica,11,St Kitts and Nevis,0,11,0,Jamaica,St Kitts and Nevis,1294,0,1294,-1294
457,2006-05-12,Nicaragua,2,El Salvador,1,2,1,Nicaragua,El Salvador,1113,1160,-47,47
458,2006-05-14,Mexico,8,El Salvador,0,8,0,Mexico,El Salvador,1726,1160,566,-566
459,2006-05-19,St Vincent and the Grenadines,2,Dominica,0,2,0,St Vincent and the Grenadines,Dominica,1138,1199,-61,61
459,2006-05-19,St Vincent and the Grenadines,2,Dominica,0,2,0,St Vincent and the Grenadines,Dominica,1138,1199,-61,61
460,2006-05-19,Trinidad and Tobago,10,Grenada,0,10,0,Trinidad and Tobago,Grenada,1593,0,1593,-1593
460,2006-05-19,Trinidad and Tobago,10,Grenada,0,10,0,Trinidad and Tobago,Grenada,1593,0,1593,-1593
461,2006-05-21,Dominica,2,Grenada,2,2,2,Dominica,Grenada,1199,0,1199,-1199
462,2006-05-21,Trinidad and Tobago,4,St Vincent and the Grenadines,1,4,1,Trinidad and Tobago,St Vincent and the Grenadines,1593,1138,455,-455
463,2006-05-23,Grenada,0,St Vincent and the Grenadines,5,5,0,St Vincent and the Grenadines,Grenada,1138,0,1138,-1138
464,2006-05-23,Trinidad and Tobago,6,Dominica,0,6,0,Trinidad and Tobago,Dominica,1593,1199,394,-394
465,2006-05-24,Guatemala,2,Costa Rica,1,2,1,Guatemala,Costa Rica,1287,1547,-260,260
466,2006-05-26,Panama,2,Costa Rica,0,2,0,Panama,Costa Rica,1375,1547,-172,172
467,2006-05-28,Panama,3,Guatemala,0,3,0,Panama,Guatemala,1375,1287,88,-88
468,2006-05-29,Suriname,0,Haiti,3,3,0,Haiti,Suriname,1443,1199,244,-244
469,2006-07-16,Myanmar,1,Thailand,2,2,1,Thailand,Myanmar,1591,1566,25,-25
470,2006-07-16,Australia,4,Korea Republic,0,4,0,Australia,Korea Republic,1866,1748,118,-118
471,2006-07-18,Thailand,0,Korea DPR,9,9,0,Korea DPR,Thailand,1999,1591,408,-408
472,2006-07-18,Australia,2,Myanmar,0,2,0,Australia,Myanmar,1866,1566,300,-300
473,2006-07-19,China PR,2,Chinese Taipei,0,2,0,China PR,Chinese Taipei,1981,1733,248,-248
474,2006-07-19,Japan,5,Vietnam,0,5,0,Japan,Vietnam,1907,1605,302,-302
475,2006-07-20,Korea DPR,3,Myanmar,0,3,0,Korea DPR,Myanmar,1999,1566,433,-433
476,2006-07-20,Korea Republic,11,Thailand,0,11,0,Korea Republic,Thailand,1748,1591,157,-157
477,2006-07-21,Japan,11,Chinese Taipei,1,11,1,Japan,Chinese Taipei,1907,1733,174,-174
478,2006-07-21,Vietnam,0,China PR,2,2,0,China PR,Vietnam,1981,1605,376,-376
479,2006-07-22,Mali,3,Benin,1,3,1,Mali,Benin,1321,0,1321,-1321
480,2006-07-22,Cameroon,4,Kenya,0,4,0,Cameroon,Kenya,1268,0,1268,-1268
481,2006-07-22,Korea Republic,3,Myanmar,1,3,1,Korea Republic,Myanmar,1748,1566,182,-182
482,2006-07-22,Australia,0,Korea DPR,0,0,0,Australia,Korea DPR,1866,1999,-133,133
483,2006-07-23,Algeria,1,Egypt,0,1,0,Algeria,Egypt,1295,1323,-28,28
484,2006-07-23,South Africa,3,Tanzania,0,3,0,South Africa,Tanzania,1325,788,537,-537
485,2006-07-23,Congo DR,3,Senegal,0,3,0,Congo DR,Senegal,1172,1295,-123,123
486,2006-07-23,China PR,0,Japan,1,1,0,Japan,China PR,1907,1981,-74,74
487,2006-07-23,Chinese Taipei,0,Vietnam,1,1,0,Vietnam,Chinese Taipei,1605,1733,-128,128
488,2006-07-24,Australia,5,Thailand,0,5,0,Australia,Thailand,1866,1591,275,-275
489,2006-07-24,Korea DPR,1,Korea Republic,0,1,0,Korea DPR,Korea Republic,1999,1748,251,-251
490,2006-07-27,Australia,2,Japan,0,2,0,Australia,Japan,1866,1907,-41,41
491,2006-07-27,China PR,1,Korea DPR,0,1,0,China PR,Korea DPR,1981,1999,-18,18
492,2006-07-30,Japan,2,Korea DPR,3,3,2,Korea DPR,Japan,1999,1907,92,-92
493,2006-07-30,Australia,2,China PR,2,2,2,Australia,China PR,1866,1981,-115,115
494,2006-08-04,Tanzania,0,South Africa,4,4,0,South Africa,Tanzania,1325,788,537,-537
495,2006-08-05,Egypt,0,Algeria,3,3,0,Algeria,Egypt,1295,1323,-28,28
496,2006-08-05,Kenya,0,Cameroon,5,5,0,Cameroon,Kenya,1268,0,1268,-1268
497,2006-08-05,Senegal,2,Congo DR,0,2,0,Senegal,Congo DR,1295,1172,123,-123
498,2006-08-06,Benin,0,Mali,1,1,0,Mali,Benin,1321,0,1321,-1321
499,2006-09-06,Trinidad and Tobago,5,Suriname,1,5,1,Trinidad and Tobago,Suriname,1593,1199,394,-394
500,2006-09-06,Jamaica,7,Bermuda,0,7,0,Jamaica,Bermuda,1294,974,320,-320
501,2006-09-08,Suriname,0,Dominican Republic,2,2,0,Dominican Republic,Suriname,1114,1199,-85,85
502,2006-09-08,Bermuda,0,Haiti,5,5,0,Haiti,Bermuda,1443,974,469,-469
503,2006-09-10,Trinidad and Tobago,7,Dominican Republic,0,7,0,Trinidad and Tobago,Dominican Republic,1593,1114,479,-479
504,2006-09-10,Haiti,0,Jamaica,3,3,0,Jamaica,Haiti,1294,1443,-149,149
505,2006-10-28,South Africa,4,Algeria,0,4,0,South Africa,Algeria,1332,1321,11,-11
506,2006-10-28,Nigeria,4,Equatorial Guinea,2,4,2,Nigeria,Equatorial Guinea,1736,1219,517,-517
507,2006-10-29,Mali,0,Ghana,1,1,0,Ghana,Mali,1494,1312,182,-182
508,2006-10-29,Cameroon,1,Congo DR,1,1,1,Cameroon,Congo DR,1268,1182,86,-86
509,2006-10-31,Nigeria,6,Algeria,0,6,0,Nigeria,Algeria,1736,1321,415,-415
510,2006-10-31,Equatorial Guinea,0,South Africa,2,2,0,South Africa,Equatorial Guinea,1332,1219,113,-113
511,2006-11-01,Ghana,2,Cameroon,1,2,1,Ghana,Cameroon,1494,1268,226,-226
512,2006-11-01,Mali,3,Congo DR,2,3,2,Mali,Congo DR,1312,1182,130,-130
513,2006-11-03,Equatorial Guinea,3,Algeria,3,3,3,Equatorial Guinea,Algeria,1219,1321,-102,102
514,2006-11-03,Nigeria,2,South Africa,0,2,0,Nigeria,South Africa,1736,1332,404,-404
515,2006-11-04,Congo DR,1,Ghana,3,3,1,Ghana,Congo DR,1494,1182,312,-312
516,2006-11-04,Cameroon,2,Mali,0,2,0,Cameroon,Mali,1268,1312,-44,44
517,2006-11-07,Nigeria,5,Cameroon,0,5,0,Nigeria,Cameroon,1736,1268,468,-468
518,2006-11-07,Ghana,1,South Africa,0,1,0,Ghana,South Africa,1494,1332,162,-162
519,2006-11-10,Cameroon,2,South Africa,24,24,2,South Africa,Cameroon,1332,1268,64,-64
520,2006-11-10,Chile,1,Ecuador,2,2,1,Ecuador,Chile,1463,1487,-24,24
521,2006-11-10,Argentina,2,Uruguay,1,2,1,Argentina,Uruguay,1604,1347,257,-257
522,2006-11-11,Nigeria,1,Ghana,0,1,0,Nigeria,Ghana,1736,1494,242,-242
523,2006-11-11,Bolivia,1,Venezuela,1,1,1,Bolivia,Venezuela,1220,1282,-62,62
524,2006-11-11,Paraguay,1,Brazil,4,4,1,Brazil,Paraguay,2053,1354,699,-699
525,2006-11-12,Colombia,1,Uruguay,0,1,0,Colombia,Uruguay,1600,1347,253,-253
526,2006-11-12,Argentina,8,Chile,0,8,0,Argentina,Chile,1604,1487,117,-117
527,2006-11-13,Peru,0,Brazil,2,2,0,Brazil,Peru,2053,1627,426,-426
528,2006-11-13,Bolivia,1,Paraguay,5,5,1,Paraguay,Bolivia,1354,1220,134,-134
529,2006-11-14,Argentina,1,Ecuador,0,1,0,Argentina,Ecuador,1604,1463,141,-141
530,2006-11-14,Colombia,1,Chile,3,3,1,Chile,Colombia,1487,1600,-113,113
531,2006-11-15,Venezuela,1,Paraguay,3,3,1,Paraguay,Venezuela,1354,1282,72,-72
532,2006-11-15,Peru,2,Bolivia,1,2,1,Peru,Bolivia,1627,1220,407,-407
533,2006-11-16,Uruguay,2,Chile,1,2,1,Uruguay,Chile,1347,1487,-140,140
534,2006-11-16,Ecuador,2,Colombia,2,2,2,Ecuador,Colombia,1463,1600,-137,137
535,2006-11-17,Brazil,6,Bolivia,1,6,1,Brazil,Bolivia,2053,1220,833,-833
536,2006-11-17,Venezuela,2,Peru,0,2,0,Venezuela,Peru,1282,1627,-345,345
537,2006-11-18,Argentina,6,Colombia,0,6,0,Argentina,Colombia,1604,1600,4,-4
538,2006-11-18,Uruguay,1,Ecuador,0,1,0,Uruguay,Ecuador,1347,1463,-116,116
539,2006-11-18,Croatia,6,Georgia,0,6,0,Croatia,Georgia,1493,0,1493,-1493
540,2006-11-18,Turkey,1,Northern Ireland,0,1,0,Turkey,Northern Ireland,1344,1303,41,-41
541,2006-11-18,Israel,3,Latvia,0,3,0,Israel,Latvia,1357,1367,-10,10
542,2006-11-18,Bosnia and Herzegovina,1,Armenia,1,1,1,Bosnia and Herzegovina,Armenia,1231,1064,167,-167
543,2006-11-18,Luxembourg,0,Slovakia,4,4,0,Slovakia,Luxembourg,1599,0,1599,-1599
544,2006-11-18,Malta,0,Lithuania,0,0,0,Malta,Lithuania,1108,1399,-291,291
545,2006-11-18,Romania,4,Azerbaijan,1,4,1,Romania,Azerbaijan,1601,0,1601,-1601
546,2006-11-18,Estonia,0,Bulgaria,5,5,0,Bulgaria,Estonia,1529,1244,285,-285
547,2006-11-18,Wales,2,Faroe Islands,1,2,1,Wales,Faroe Islands,1459,1334,125,-125
548,2006-11-18,FYR Macedonia,0,Kazakhstan,1,1,0,Kazakhstan,FYR Macedonia,1362,939,423,-423
549,2006-11-19,Paraguay,2,Peru,1,2,1,Paraguay,Peru,1354,1627,-273,273
550,2006-11-19,Brazil,6,Venezuela,0,6,0,Brazil,Venezuela,2053,1282,771,-771
551,2006-11-19,Jamaica,2,Panama,0,2,0,Jamaica,Panama,1294,1396,-102,102
552,2006-11-19,Mexico,3,Trinidad and Tobago,0,3,0,Mexico,Trinidad and Tobago,1724,1593,131,-131
553,2006-11-20,Turkey,1,Croatia,2,2,1,Croatia,Turkey,1493,1344,149,-149
554,2006-11-20,Georgia,0,Northern Ireland,4,4,0,Northern Ireland,Georgia,1303,0,1303,-1303
555,2006-11-20,Israel,1,Armenia,0,1,0,Israel,Armenia,1357,1064,293,-293
556,2006-11-20,Bosnia and Herzegovina,4,Latvia,1,4,1,Bosnia and Herzegovina,Latvia,1231,1367,-136,136
557,2006-11-20,Slovakia,3,Lithuania,0,3,0,Slovakia,Lithuania,1599,1399,200,-200
558,2006-11-20,Luxembourg,4,Malta,2,4,2,Luxembourg,Malta,0,1108,-1108,1108
559,2006-11-20,Azerbaijan,3,Estonia,2,3,2,Azerbaijan,Estonia,0,1244,-1244,1244
560,2006-11-20,Romania,1,Bulgaria,0,1,0,Romania,Bulgaria,1601,1529,72,-72
561,2006-11-20,FYR Macedonia,0,Wales,6,6,0,Wales,FYR Macedonia,1459,939,520,-520
562,2006-11-20,Faroe Islands,0,Kazakhstan,1,1,0,Kazakhstan,Faroe Islands,1362,1334,28,-28
563,2006-11-22,Argentina,0,Paraguay,0,0,0,Argentina,Paraguay,1604,1354,250,-250
564,2006-11-22,Brazil,6,Uruguay,0,6,0,Brazil,Uruguay,2053,1347,706,-706
